Date,AAPL,KO,MDLZ,SHOP
2019-07-30,52.19499969482422,53.720001220703125,54.810001373291016,31.43000030517578
2019-07-31,53.2599983215332,52.630001068115234,53.4900016784668,31.788000106811523
2019-08-01,52.10749816894531,52.029998779296875,53.630001068115234,34.138999938964844
2019-08-02,51.005001068115234,52.33000183105469,53.7599983215332,33.21900177001953
2019-08-05,48.334999084472656,51.650001525878906,52.220001220703125,32.138999938964844
2019-08-06,49.25,52.27000045776367,52.83000183105469,33.266998291015625
2019-08-07,49.7599983215332,53.18000030517578,53.41999816894531,34.13100051879883
2019-08-08,50.85749816894531,53.689998626708984,54.95000076293945,35.78099822998047
2019-08-09,50.247501373291016,53.41999816894531,54.689998626708984,36.994998931884766
2019-08-12,50.119998931884766,53.20000076293945,54.25,36.67300033569336
2019-08-13,52.24250030517578,53.5,54.56999969482422,36.92300033569336
2019-08-14,50.6875,52.9900016784668,53.20000076293945,35.279998779296875
2019-08-15,50.435001373291016,53.869998931884766,53.779998779296875,35.106998443603516
2019-08-16,51.625,54.40999984741211,54.540000915527344,35.874000549316406
2019-08-19,52.587501525878906,54.689998626708984,54.560001373291016,36.18299865722656
2019-08-20,52.59000015258789,53.880001068115234,53.9900016784668,37.49700164794922
2019-08-21,53.15999984741211,54.099998474121094,54.29999923706055,38.983001708984375
2019-08-22,53.1150016784668,54.4900016784668,54.5099983215332,38.854000091552734
2019-08-23,50.65999984741211,53.7400016784668,53.630001068115234,38.275001525878906
2019-08-26,51.622501373291016,54.540000915527344,54.459999084472656,39.59600067138672
2019-08-27,51.040000915527344,54.720001220703125,54.41999816894531,40.69900131225586
2019-08-28,51.38249969482422,55.11000061035156,54.880001068115234,39.47999954223633
2019-08-29,52.252498626708984,55.04999923706055,55.279998779296875,39.17100143432617
2019-08-30,52.185001373291016,55.040000915527344,55.220001220703125,38.53900146484375
2019-09-03,51.42499923706055,55.29999923706055,55.63999938964844,38.39099884033203
2019-09-04,52.29750061035156,55.77000045776367,56.20000076293945,38.64899826049805
2019-09-05,53.31999969482422,55.119998931884766,56.13999938964844,39.27199935913086
2019-09-06,53.314998626708984,55.22999954223633,56.630001068115234,38.04199981689453
2019-09-09,53.54249954223633,54.52000045776367,56.47999954223633,35.867000579833984
2019-09-10,54.17499923706055,54.400001525878906,54.33000183105469,33.7239990234375
2019-09-11,55.897499084472656,54.77000045776367,54.5099983215332,34.750999450683594
2019-09-12,55.772499084472656,55.11000061035156,54.810001373291016,35.66299819946289
2019-09-13,54.6875,54.2599983215332,54.08000183105469,33.83100128173828
2019-09-16,54.974998474121094,53.959999084472656,54.04999923706055,33.792999267578125
2019-09-17,55.17499923706055,54.2400016784668,54.70000076293945,32.88199996948242
2019-09-18,55.692501068115234,54.22999954223633,54.720001220703125,32.584999084472656
2019-09-19,55.2400016784668,54.52000045776367,55.040000915527344,32.5
2019-09-20,54.432498931884766,53.90999984741211,54.650001525878906,31.881999969482422
2019-09-23,54.68000030517578,54.13999938964844,54.61000061035156,31.326000213623047
2019-09-24,54.41999816894531,54.29999923706055,55.04999923706055,29.547000885009766
2019-09-25,55.25749969482422,54.16999816894531,55.189998626708984,31.459999084472656
2019-09-26,54.97249984741211,54.38999938964844,55.689998626708984,31.31399917602539
2019-09-27,54.70500183105469,54.310001373291016,55.38999938964844,30.569000244140625
2019-09-30,55.99250030517578,54.439998626708984,55.31999969482422,31.166000366210938
2019-10-01,56.147499084472656,54.650001525878906,54.63999938964844,31.32200050354004
2019-10-02,54.7400016784668,53.08000183105469,53.97999954223633,31.035999298095703
2019-10-03,55.20500183105469,53.84000015258789,54.52000045776367,32.55699920654297
2019-10-04,56.752498626708984,54.540000915527344,55.97999954223633,32.720001220703125
2019-10-07,56.76499938964844,53.869998931884766,55.06999969482422,32.63199996948242
2019-10-08,56.099998474121094,53.58000183105469,54.560001373291016,31.104999542236328
2019-10-09,56.75749969482422,53.83000183105469,54.95000076293945,31.385000228881836
2019-10-10,57.522499084472656,53.65999984741211,55.40999984741211,32.446998596191406
2019-10-11,59.0525016784668,53.29999923706055,54.81999969482422,32.92599868774414
2019-10-14,58.967498779296875,53.29999923706055,54.220001220703125,34.43000030517578
2019-10-15,58.83000183105469,53.5099983215332,54.040000915527344,34.608001708984375
2019-10-16,58.592498779296875,53.4900016784668,54.27000045776367,32.36399841308594
2019-10-17,58.81999969482422,53.790000915527344,54.630001068115234,33.13399887084961
2019-10-18,59.102500915527344,54.779998779296875,54.47999954223633,31.43400001525879
